"Customer_Name","Promo_Transactions","Total_Transactions","Promo_Response_Rate"
Kelly Evans,8,12,66.67
Jason Rice,6,9,66.67
Nathan Robinson,6,9,66.67
Brenda Martin,14,21,66.67
Julie Hall,12,18,66.67
Daniel Robbins,6,9,66.67
Tyler Holmes,6,9,66.67
Natasha Smith,12,18,66.67
Amy Powers,8,12,66.67
Stephanie Patterson,10,15,66.67
Mary Santiago,6,9,66.67
Luis Williams,12,18,66.67
Nicholas Sanchez,12,18,66.67
John Hogan,8,12,66.67
Sheila Johnson,12,18,66.67
Christian Brown,8,12,66.67
David Stokes,6,9,66.67
Jenna Rodriguez,6,9,66.67
Michelle Chen,6,9,66.67
Jonathan Peterson,8,12,66.67
Donald Cox,8,12,66.67
Debra Scott,6,9,66.67
Jason Ramos,10,15,66.67
Adam Edwards,8,12,66.67
Eric Alexander,10,15,66.67
Mario Martinez,6,9,66.67
Joseph Hall,24,36,66.67
Amy Russell,8,12,66.67
William Howell,6,9,66.67
Rachel Moore,18,27,66.67
Andrew Evans,12,18,66.67
Tyler Thompson,6,9,66.67
Carol Walker,6,9,66.67
Ashley Burton,6,9,66.67
Jennifer Keller,8,12,66.67
Angela Garrett,8,12,66.67
Michelle Austin,8,12,66.67
Alyssa Jones,18,27,66.67
Jordan Wilson,16,24,66.67
Mario Johnson,6,9,66.67
Edward White,6,9,66.67
Edward Washington,6,9,66.67
Brandon Torres,8,12,66.67
Susan Flores,12,18,66.67
David Webster,12,18,66.67
Angela Pierce,6,9,66.67
Susan Stanley,6,9,66.67
Theresa Gonzalez,8,12,66.67
Linda King,8,12,66.67
Vanessa Scott,6,9,66.67
Michael Prince,8,12,66.67
Valerie Bennett,6,9,66.67
Jacqueline Parker,6,9,66.67
Brian Stevens,6,9,66.67
John Lowe,12,18,66.67
Melinda Jones,6,9,66.67
Jose Green,8,12,66.67
Kimberly Valdez,6,9,66.67
Benjamin Hill,6,9,66.67
Randy White,6,9,66.67
Timothy Wallace,8,12,66.67
Tracy Thompson,12,18,66.67
Danielle Parker,6,9,66.67
Arthur Miller,6,9,66.67
Danielle Morgan,8,12,66.67
Lisa Ferguson,10,15,66.67
Steven Henry,6,9,66.67
Steven Brewer,6,9,66.67
Juan Lopez,6,9,66.67
Angela Cunningham,8,12,66.67
Joseph Ramos,10,15,66.67
Laura Morgan,6,9,66.67
Shannon Cooper,6,9,66.67
John Patel,12,18,66.67
Sean Nelson,8,12,66.67
Amber Martinez,14,21,66.67
Sandra Tran,6,9,66.67
Lauren Smith,58,87,66.67
Joseph Castro,8,12,66.67
Ashley Harris,32,48,66.67
Christopher Cuevas,6,9,66.67
Jeremy Campbell,6,9,66.67
Christopher Lindsey,6,9,66.67
Amber Fisher,6,9,66.67
Andrew Cruz,8,12,66.67
William Gilbert,6,9,66.67
April Lee,12,18,66.67
Matthew Yang,6,9,66.67
Jeffrey Hill,12,18,66.67
Ronald Coleman,6,9,66.67
Juan Johnson,20,30,66.67
Charles James,8,12,66.67
Brian Price,14,21,66.67
Jeffrey Reyes,10,15,66.67
Timothy Olson,6,9,66.67
Laura Bradley,6,9,66.67
Elizabeth Castillo,6,9,66.67
Sandra Gray,6,9,66.67
Ashley Wheeler,6,9,66.67
Shannon Jones,26,39,66.67
Tracy Brown,26,39,66.67
Justin Wilson,20,30,66.67
Robert Hansen,8,12,66.67
Tammy Baker,8,12,66.67
Emily Edwards,8,12,66.67
Angela Snyder,6,9,66.67
Wendy Morris,6,9,66.67
Angel Jones,8,12,66.67
Robert Glover,6,9,66.67
Alicia Rodriguez,10,15,66.67
Daniel Cole,12,18,66.67
Tracy Scott,6,9,66.67
Maria Murphy,6,9,66.67
Wendy Lee,10,15,66.67
Robert Byrd,6,9,66.67
Stephen Flores,8,12,66.67
Ryan Alvarez,6,9,66.67
Joshua Andrews,6,9,66.67
Mark Hess,6,9,66.67
Richard Peterson,10,15,66.67
Stephanie Morgan,12,18,66.67
Nathan Lewis,6,9,66.67
Christina Young,16,24,66.67
Kevin Diaz,10,15,66.67
Kimberly Gregory,8,12,66.67
Carol Johnson,16,24,66.67
Andrea Garcia,20,30,66.67
Kelly Patterson,6,9,66.67
Brian Black,10,15,66.67
Jeremy Anderson,16,24,66.67
Brandon Wood,6,9,66.67
Justin Howard,6,9,66.67
Jordan Parker,8,12,66.67
Amy Hernandez,26,39,66.67
Andrew Wheeler,6,9,66.67
Amy Lopez,26,39,66.67
Jennifer Jackson,64,96,66.67
Sara Baker,6,9,66.67
Cheryl White,8,12,66.67
Lisa Boyd,6,9,66.67
Denise Perez,6,9,66.67
Christopher Strickland,8,12,66.67
Brian Simmons,6,9,66.67
Stephanie Price,6,9,66.67
Jason Salazar,6,9,66.67
Diane Miller,8,12,66.67
Carmen Brown,6,9,66.67
Heidi Edwards,6,9,66.67
Eric Hughes,8,12,66.67
James Freeman,12,18,66.67
Erik Jones,6,9,66.67
Tammy Torres,6,9,66.67
Justin Bell,8,12,66.67
Jeffrey Taylor,26,39,66.67
Brittany Butler,6,9,66.67
Robert Schneider,8,12,66.67
Anna Torres,6,9,66.67
Christopher Harris,48,72,66.67
Kevin Byrd,6,9,66.67
Alexander Wilson,14,21,66.67
Jeffrey Gray,12,18,66.67
Kimberly Perkins,6,9,66.67
Daniel Carroll,6,9,66.67
John Hart,10,15,66.67
Jeffrey Armstrong,6,9,66.67
Jasmine Thomas,6,9,66.67
Mark Andrade,6,9,66.67
Joshua Cross,6,9,66.67
Jill Jones,10,15,66.67
Sharon Wilson,8,12,66.67
Daniel Bates,8,12,66.67
Tara Campbell,6,9,66.67
Lisa Mckinney,6,9,66.67
Anthony Garrett,6,9,66.67
Sarah Ford,6,9,66.67
Jennifer Peters,12,18,66.67
Catherine Ramirez,8,12,66.67
Steven Perry,8,12,66.67
Charles Gonzales,8,12,66.67
Richard Murray,10,15,66.67
Jacob Gordon,6,9,66.67
Danielle Green,10,15,66.67
Anna Henry,6,9,66.67
Charles Russell,8,12,66.67
Alexis Moore,8,12,66.67
Ashley Rivera,14,21,66.67
Charles Green,14,21,66.67
Teresa Wood,8,12,66.67
William Weber,8,12,66.67
Steven Sandoval,6,9,66.67
Dawn Anderson,12,18,66.67
Jacob Combs,6,9,66.67
Stephen Nelson,6,9,66.67
Bruce Smith,14,21,66.67
Scott Walker,18,27,66.67
Kelly Simpson,6,9,66.67
Christopher Carpenter,6,9,66.67
Debra Robinson,8,12,66.67
Laura Reyes,6,9,66.67
Kathryn Jones,22,33,66.67
Christopher Griffith,6,9,66.67
Kimberly Greene,6,9,66.67
Andrew Moran,6,9,66.67
Ian Wilson,8,12,66.67
Jonathan West,6,9,66.67
Sandra Edwards,6,9,66.67
Barbara Campbell,10,15,66.67
Nicole Hill,12,18,66.67
Michael Carson,10,15,66.67
Nathan Collins,6,9,66.67
Gabriel Johnson,10,15,66.67
Patricia Chavez,6,9,66.67
Robert Diaz,18,27,66.67
Lindsey Miller,10,15,66.67
Daniel Patel,8,12,66.67
Michael Keith,10,15,66.67
Charles Torres,10,15,66.67
Jeremy Walker,6,9,66.67
Christopher Petersen,8,12,66.67
Nicole Moore,20,30,66.67
Paul Reyes,6,9,66.67
Christopher Stout,8,12,66.67
Stephanie Ross,6,9,66.67
Chelsea Thomas,6,9,66.67
Denise Williams,18,27,66.67
Monica Evans,6,9,66.67
Tara Sanchez,6,9,66.67
David Tran,10,15,66.67
Timothy Carlson,6,9,66.67
Kenneth Cole,10,15,66.67
Paul Estrada,6,9,66.67
Brian Hughes,10,15,66.67
Joseph West,12,18,66.67
Amanda Pierce,6,9,66.67
Taylor Johnson,34,51,66.67
Stephanie Reynolds,10,15,66.67
John Mason,8,12,66.67
Timothy Bishop,8,12,66.67
Timothy Fowler,6,9,66.67
Martin Allen,6,9,66.67
Kenneth Williams,38,57,66.67
Kimberly Black,6,9,66.67
Tara Rodriguez,8,12,66.67
Jeffrey Jenkins,10,15,66.67
Melissa Armstrong,6,9,66.67
Kaitlyn Lewis,6,9,66.67
Joshua Greene,6,9,66.67
Jonathan Foster,8,12,66.67
David Gibson,24,36,66.67
David Colon,6,9,66.67
Lisa Vasquez,6,9,66.67
John Wright,34,51,66.67
Kelly Sanders,8,12,66.67
Christopher Lozano,6,9,66.67
Tiffany Price,6,9,66.67
Veronica Clark,6,9,66.67
Erica Reed,6,9,66.67
Joseph Jordan,8,12,66.67
Joshua Santos,8,12,66.67
Alexis Jones,22,33,66.67
Michael Moody,6,9,66.67
Amanda Washington,6,9,66.67
John Beard,8,12,66.67
Kelly Sanchez,14,21,66.67
Stephanie Gomez,10,15,66.67
Alyssa Henderson,6,9,66.67
Mark Hudson,10,15,66.67
Christina Schmidt,6,9,66.67
Alexander Rodriguez,12,18,66.67
Daniel Vazquez,6,9,66.67
Michael Benson,10,15,66.67
Daniel Kim,10,15,66.67
David Roman,8,12,66.67
Catherine Thomas,8,12,66.67
Kelly Rodriguez,18,27,66.67
Justin Brooks,6,9,66.67
Jessica Soto,6,9,66.67
Nicole Medina,6,9,66.67
Rebecca Henry,6,9,66.67
Stephanie Mitchell,10,15,66.67
Richard White,30,45,66.67
Mary Bryant,6,9,66.67
Kevin Long,8,12,66.67
John Kelley,16,24,66.67
Steven Lewis,24,36,66.67
Lisa Payne,6,9,66.67
Kevin Hamilton,6,9,66.67
John Pitts,6,9,66.67
Lauren Cook,6,9,66.67
Jacob Knight,6,9,66.67
Jennifer Hutchinson,8,12,66.67
Kelsey Gonzalez,6,9,66.67
Kyle Freeman,6,9,66.67
Samantha Richardson,14,21,66.67
Craig Lee,6,9,66.67
Jessica Saunders,6,9,66.67
Edward Webb,6,9,66.67
Rachel Carlson,6,9,66.67
Samantha Crawford,6,9,66.67
Melissa Diaz,12,18,66.67
Steven Morales,8,12,66.67
Alexis Wright,8,12,66.67
Charles Rivera,8,12,66.67
Devin Davis,6,9,66.67
Jessica Mejia,6,9,66.67
Kimberly Tucker,10,15,66.67
Kathleen Green,6,9,66.67
Catherine Evans,8,12,66.67
Julie Morgan,8,12,66.67
Rachel Williams,38,57,66.67
Jeffrey Adams,18,27,66.67
Sean Harris,8,12,66.67
Ashley Cox,10,15,66.67
Courtney Torres,6,9,66.67
Anthony Duncan,6,9,66.67
Danny Robinson,6,9,66.67
Joshua Chen,6,9,66.67
Donna Russell,6,9,66.67
Michael Underwood,8,12,66.67
Michael Atkinson,8,12,66.67
Joel Brown,10,15,66.67
Kristen Lopez,12,18,66.67
Leslie Garcia,12,18,66.67
Jennifer Hammond,6,9,66.67
Joseph Howell,6,9,66.67
Douglas Rogers,8,12,66.67
Tiffany Holmes,6,9,66.67
Brandon Richardson,6,9,66.67
Jason Stokes,6,9,66.67
Carl Smith,14,21,66.67
Anthony Fernandez,6,9,66.67
Gregory Brooks,6,9,66.67
Eric Hamilton,6,9,66.67
Erica Lee,8,12,66.67
Christy Johnson,8,12,66.67
Ronald Baker,6,9,66.67
David Yang,8,12,66.67
Amanda Elliott,6,9,66.67
Pamela Murphy,6,9,66.67
Joseph Dean,8,12,66.67
Stephen Cruz,6,9,66.67
John Schneider,8,12,66.67
Brandon Herrera,6,9,66.67
Christopher Page,6,9,66.67
Karen West,6,9,66.67
Scott Hunter,6,9,66.67
Matthew Drake,8,12,66.67
William Lee,30,45,66.67
Robert Lester,6,9,66.67
Scott Tucker,6,9,66.67
Jamie Alexander,6,9,66.67
Eric Jordan,12,18,66.67
Jennifer Wilkinson,6,9,66.67
Hunter Williams,8,12,66.67
Robert Tate,8,12,66.67
Anthony Jones,44,66,66.67
Angela Mccoy,6,9,66.67
Jessica Shaw,8,12,66.67
Heather Rodriguez,18,27,66.67
Anthony Campbell,12,18,66.67
George Phillips,6,9,66.67
Jonathan Armstrong,6,9,66.67
Rebecca Johnston,6,9,66.67
Kevin Fletcher,6,9,66.67
Anthony Tucker,6,9,66.67
Meghan Smith,8,12,66.67
Annette Williams,8,12,66.67
Robert Bowers,8,12,66.67
Susan Robertson,6,9,66.67
Tyler Davis,20,30,66.67
Steven Jones,48,72,66.67
Margaret Hall,8,12,66.67
Joshua Russell,8,12,66.67
Amanda Garner,6,9,66.67
Michael Wood,34,51,66.67
Matthew Rogers,18,27,66.67
Alexis Hill,6,9,66.67
Kimberly Morgan,14,21,66.67
Diana Garcia,12,18,66.67
Andrea King,8,12,66.67
Lisa Park,6,9,66.67
Christina King,10,15,66.67
Stephanie Romero,8,12,66.67
Donna Stephens,6,9,66.67
Laura Murphy,6,9,66.67
Kristy Smith,6,9,66.67
Thomas Gutierrez,8,12,66.67
Paul Diaz,6,9,66.67
John Warren,12,18,66.67
Lauren Graham,6,9,66.67
Matthew Hart,12,18,66.67
Robert Shaw,10,15,66.67
Stephanie Morrison,6,9,66.67
Amy Patel,8,12,66.67
Amanda Austin,6,9,66.67
Julie Williams,44,66,66.67
April Miller,22,33,66.67
Christopher Hawkins,12,18,66.67
James Mclaughlin,8,12,66.67
Alexander Davis,24,36,66.67
Alicia King,6,9,66.67
Douglas Lewis,10,15,66.67
Ashley Washington,6,9,66.67
Lisa Montgomery,8,12,66.67
Laura Simmons,8,12,66.67
Travis Perez,6,9,66.67
Susan Alexander,6,9,66.67
Barbara Harris,8,12,66.67
Tammy Cook,6,9,66.67
Dennis Harris,6,9,66.67
Amber King,8,12,66.67
Brandon Carpenter,8,12,66.67
Daniel Sutton,6,9,66.67
Ryan Carr,6,9,66.67
Amber Johnson,42,63,66.67
Mary Dennis,6,9,66.67
Pamela Martin,6,9,66.67
Timothy Warren,6,9,66.67
Kim Williams,10,15,66.67
Daniel Ellis,12,18,66.67
Bryan Hernandez,10,15,66.67
Courtney Stewart,6,9,66.67
Mark Rivera,10,15,66.67
Elizabeth Chavez,8,12,66.67
Stacy Clark,6,9,66.67
Joshua Chavez,8,12,66.67
Misty Johnson,8,12,66.67
Jonathan Ortiz,6,9,66.67
Amy Matthews,6,9,66.67
Eric Porter,6,9,66.67
Jeffrey Sanchez,14,21,66.67
Ashley Ramirez,12,18,66.67
James Wolf,6,9,66.67
Kenneth Morales,6,9,66.67
Richard Taylor,24,36,66.67
Emily Richardson,6,9,66.67
Scott Garcia,22,33,66.67
Laura Moss,6,9,66.67
Ricardo Davis,6,9,66.67
Amanda Clark,20,30,66.67
Rebecca Bennett,6,9,66.67
Megan Howard,8,12,66.67
Matthew Cruz,12,18,66.67
Tiffany Martin,14,21,66.67
Nicole Santiago,6,9,66.67
Andrew Lawson,6,9,66.67
Richard Anderson,38,57,66.67
Erica Anderson,10,15,66.67
Kristen Davis,14,21,66.67
Nathan King,6,9,66.67
Angela Clark,22,33,66.67
Gregory King,10,15,66.67
Rachel Morris,6,9,66.67
Nicholas Taylor,20,30,66.67
Jorge Miller,6,9,66.67
Destiny Smith,6,9,66.67
Samantha Bailey,8,12,66.67
James Cunningham,10,15,66.67
Christian Jones,10,15,66.67
Donald King,10,15,66.67
Amanda Hernandez,42,63,66.67
Laura Williams,48,72,66.67
Nicholas Rogers,8,12,66.67
Jennifer Coleman,16,24,66.67
Rebecca Cox,6,9,66.67
William Griffin,8,12,66.67
Angelica Williams,6,9,66.67
Jeffrey Alvarez,10,15,66.67
Christy Williams,6,9,66.67
Grace Jones,6,9,66.67
Carlos Jones,12,18,66.67
Rodney Torres,6,9,66.67
Jennifer Mcgee,6,9,66.67
Stephanie Fields,6,9,66.67
Sean Turner,6,9,66.67
Danielle Clark,6,9,66.67
Thomas Garner,6,9,66.67
Emily Butler,6,9,66.67
David Bass,6,9,66.67
Amber Kelly,6,9,66.67
Amanda Lambert,6,9,66.67
Nicholas Hughes,10,15,66.67
Mary Guerrero,6,9,66.67
Andrea Howard,6,9,66.67
Lisa Horton,6,9,66.67
Anthony Dixon,6,9,66.67
Susan Gonzalez,16,24,66.67
Jessica Barrett,10,15,66.67
Raymond Allen,8,12,66.67
Jeffrey Cruz,6,9,66.67
Dustin Green,8,12,66.67
Matthew Bean,6,9,66.67
Brittany Washington,6,9,66.67
Jennifer Ball,6,9,66.67
Linda Jones,28,42,66.67
David Fischer,6,9,66.67
Brittany Rogers,6,9,66.67
Angela Tucker,8,12,66.67
Angela Ford,8,12,66.67
Cynthia Jenkins,6,9,66.67
Patrick Hoffman,6,9,66.67
Daniel Navarro,6,9,66.67
James Farrell,6,9,66.67
Paul Hansen,6,9,66.67
Matthew Moreno,12,18,66.67
Jamie Murphy,8,12,66.67
David Patel,14,21,66.67
Jonathan Thompson,20,30,66.67
Steven Miller,48,72,66.67
Stephanie Walker,22,33,66.67
Michael Sloan,6,9,66.67
Kenneth Simmons,8,12,66.67
Tyler Rodriguez,14,21,66.67
Kimberly Warren,8,12,66.67
Anthony Day,6,9,66.67
Derrick Hernandez,6,9,66.67
Daniel Harrison,12,18,66.67
Jose Hill,6,9,66.67
Matthew Armstrong,12,18,66.67
Larry Moore,8,12,66.67
Kurt Jones,6,9,66.67
Paul Cooper,6,9,66.67
James Hubbard,8,12,66.67
Steven George,8,12,66.67
Brian Harrison,10,15,66.67
David Austin,10,15,66.67
Julie King,14,21,66.67
Michelle Mack,6,9,66.67
Lori Jacobs,6,9,66.67
Aaron Adams,8,12,66.67
Steven Alvarez,6,9,66.67
Susan Wilson,20,30,66.67
Melissa Parker,12,18,66.67
Carrie Jones,8,12,66.67
Johnny Williams,14,21,66.67
Amanda Jacobs,6,9,66.67
Juan Davis,14,21,66.67
Abigail Davis,8,12,66.67
Alex King,6,9,66.67
Terry Thompson,6,9,66.67
Debbie Miller,6,9,66.67
Lisa Moore,36,54,66.67
Daniel Alvarez,10,15,66.67
Michele Jones,16,24,66.67
Paul Hayes,6,9,66.67
Crystal Foster,6,9,66.67
Paul Carter,12,18,66.67
Stephanie Chapman,6,9,66.67
Luis Brown,8,12,66.67
Lisa Long,10,15,66.67
Timothy Moreno,6,9,66.67
Susan Ramos,8,12,66.67
Michael Barnes,28,42,66.67
Jamie Diaz,6,9,66.67
Jaime Williams,6,9,66.67
William Cohen,6,9,66.67
Jennifer Terry,6,9,66.67
Rebecca Morgan,12,18,66.67
Phillip Smith,22,33,66.67
Joseph Ryan,8,12,66.67
Angela Morales,6,9,66.67
Michael Hodge,8,12,66.67
Ashley Franco,6,9,66.67
Alexander Pena,6,9,66.67
Jennifer Lopez,54,81,66.67
Joshua Gardner,6,9,66.67
Nicholas Moreno,8,12,66.67
Jeremy Mitchell,6,9,66.67
Sabrina Lee,6,9,66.67
Stephen Hill,10,15,66.67
Michael Mcguire,10,15,66.67
Richard Alvarado,6,9,66.67
Ryan Cunningham,6,9,66.67
Daniel Carter,16,24,66.67
Charles Mason,6,9,66.67
Denise Kelly,6,9,66.67
Russell Harris,6,9,66.67
Sara Nelson,12,18,66.67
Christian Gonzalez,6,9,66.67
James Kane,6,9,66.67
Tiffany Allen,8,12,66.67
Kevin Dawson,8,12,66.67
Phillip Moore,6,9,66.67
Valerie Roberts,6,9,66.67
Lisa Barnett,6,9,66.67
Raymond Turner,6,9,66.67
Daniel Stephens,8,12,66.67
Deborah Phillips,6,9,66.67
Nicole Bennett,12,18,66.67
John Day,6,9,66.67
Francisco Johnson,10,15,66.67
Tiffany Cook,6,9,66.67
Christopher Chen,10,15,66.67
James Simmons,14,21,66.67
Paul Howard,6,9,66.67
Kevin Palmer,8,12,66.67
Mark Phillips,16,24,66.67
Sarah Jones,64,96,66.67
Charles Long,8,12,66.67
Jamie Garcia,20,30,66.67
Christopher Rivera,22,33,66.67
Michelle Watson,10,15,66.67
Jason Alvarez,6,9,66.67
Richard Gonzalez,26,39,66.67
Bruce Miller,6,9,66.67
Stephen Olson,6,9,66.67
Ryan Wilson,20,30,66.67
Joshua Turner,14,21,66.67
Amy Hardy,6,9,66.67
Vanessa Perez,6,9,66.67
Samantha Cooper,8,12,66.67
William Farmer,6,9,66.67
Alexander Lewis,6,9,66.67
Robert Elliott,10,15,66.67
Christopher Silva,12,18,66.67
Jennifer Olson,6,9,66.67
Lisa Romero,6,9,66.67
Scott Mills,6,9,66.67
Kevin Warren,8,12,66.67
Robert Coleman,14,21,66.67
William Mcdaniel,6,9,66.67
Kimberly Stephens,6,9,66.67
Danielle Edwards,8,12,66.67
Joseph Perry,6,9,66.67
Aaron Martinez,12,18,66.67
Christopher Berger,6,9,66.67
Sarah Hill,22,33,66.67
Sharon Young,8,12,66.67
Frank Taylor,8,12,66.67
Ashley Fox,6,9,66.67
Michael Gentry,8,12,66.67
Rebecca Jensen,6,9,66.67
Tonya Williams,12,18,66.67
Laura Blake,6,9,66.67
Susan Smith,64,96,66.67
Dawn Jones,18,27,66.67
John Stout,6,9,66.67
Ricky Smith,10,15,66.67
Brian Little,6,9,66.67
Kevin Brewer,8,12,66.67
Lynn Brown,6,9,66.67
Mark Ortiz,10,15,66.67
Alex Wilson,6,9,66.67
Jamie Hicks,6,9,66.67
Joel Garcia,6,9,66.67
Brenda Carter,6,9,66.67
Melissa Hernandez,28,42,66.67
Jennifer Richards,10,15,66.67
Anthony Ross,12,18,66.67
Ashley Hart,6,9,66.67
Matthew Gutierrez,16,24,66.67
Patricia Gutierrez,8,12,66.67
Jonathan Ford,6,9,66.67
Jason Chambers,6,9,66.67
Nancy Wilson,8,12,66.67
Joshua Gordon,6,9,66.67
Brooke Smith,10,15,66.67
Matthew Morales,14,21,66.67
Anthony Santiago,6,9,66.67
Laura Rodriguez,24,36,66.67
David Mcdaniel,8,12,66.67
Ashley Klein,6,9,66.67
Derek Gonzalez,8,12,66.67
Madison Johnson,12,18,66.67
Kevin Daniel,6,9,66.67
Mark Robertson,8,12,66.67
Jason Henry,6,9,66.67
Nancy Clark,10,15,66.67
Peter Jones,16,24,66.67
Heather Stephens,6,9,66.67
April Harris,6,9,66.67
David Woods,16,24,66.67
Patricia Thomas,14,21,66.67
Brenda Walker,6,9,66.67
Matthew Gray,10,15,66.67
Austin Gonzalez,8,12,66.67
Cassandra Walker,6,9,66.67
Daniel Greene,8,12,66.67
Trevor Johnson,6,9,66.67
Ryan Mendoza,6,9,66.67
Nathaniel Rodriguez,6,9,66.67
Brian Kelley,10,15,66.67
Kathleen Brown,20,30,66.67
Shannon Stewart,10,15,66.67
Mary Hunter,6,9,66.67
Julie Hunt,6,9,66.67
Laura Hawkins,8,12,66.67
Amanda Chavez,10,15,66.67
Pamela Young,10,15,66.67
Jennifer Hays,6,9,66.67
David Love,10,15,66.67
Stephanie Greene,6,9,66.67
Nicholas Kelly,10,15,66.67
Sean Stewart,6,9,66.67
Matthew Morrow,6,9,66.67
Joseph Keller,6,9,66.67
Robert Clarke,6,9,66.67
William Fischer,6,9,66.67
Hannah Clark,6,9,66.67
John Olson,12,18,66.67
James Thornton,8,12,66.67
Jennifer Perry,16,24,66.67
Ryan Daniels,6,9,66.67
Richard Perkins,8,12,66.67
Nicole Sanders,8,12,66.67
Kenneth Hall,14,21,66.67
Michelle Cunningham,6,9,66.67
Barbara Sanchez,8,12,66.67
Leah Miller,10,15,66.67
Matthew Morrison,6,9,66.67
Toni Smith,8,12,66.67
Kelly Gray,8,12,66.67
Barbara Adams,6,9,66.67
Steven Richardson,10,15,66.67
Michael Park,10,15,66.67
Kevin Barr,6,9,66.67
Raymond Lee,6,9,66.67
Linda Wright,6,9,66.67
Sarah Ruiz,8,12,66.67
Mark Diaz,14,21,66.67
Diana Sanchez,10,15,66.67
Hannah Jordan,6,9,66.67
Anthony Crawford,6,9,66.67
Kimberly Molina,6,9,66.67
Mark Brewer,6,9,66.67
Anthony Harrison,6,9,66.67
Kimberly Griffin,12,18,66.67
Eric Johnson,60,90,66.67
Jason Chapman,6,9,66.67
Michael Foley,8,12,66.67
Erin Griffith,6,9,66.67
Michael Velasquez,8,12,66.67
John Valencia,6,9,66.67
Anne Johnson,10,15,66.67
Robert Ibarra,6,9,66.67
Amy Turner,10,15,66.67
Jessica Schroeder,6,9,66.67
Holly Johnson,18,27,66.67
Daniel Coleman,14,21,66.67
Seth Jackson,6,9,66.67
Sarah Mills,6,9,66.67
Eric Armstrong,6,9,66.67
Jennifer Williamson,12,18,66.67
Daniel Mccoy,6,9,66.67
Lori Edwards,6,9,66.67
Michael Stephenson,6,9,66.67
Kyle Hall,6,9,66.67
Erica Garcia,12,18,66.67
Jennifer Schultz,8,12,66.67
Meghan Williams,8,12,66.67
Susan Stewart,8,12,66.67
Matthew George,6,9,66.67
Kevin Larson,6,9,66.67
Cathy Williams,6,9,66.67
Amanda Sanders,8,12,66.67
Taylor Taylor,10,15,66.67
Monica Lee,8,12,66.67
Peter Allen,10,15,66.67
Anthony Wood,6,9,66.67
Douglas Howard,6,9,66.67
Christopher Greene,10,15,66.67
Ronald Allen,6,9,66.67
David Mcdowell,6,9,66.67
Tim Williams,6,9,66.67
Amy Welch,6,9,66.67
Andrew Manning,6,9,66.67
Ryan Thompson,16,24,66.67
Kelly Edwards,12,18,66.67
Karen Duncan,6,9,66.67
Cody Harris,6,9,66.67
Sarah Simmons,10,15,66.67
Patricia Thompson,24,36,66.67
Stacey Wilson,6,9,66.67
Aaron Thomas,14,21,66.67
Jessica Carroll,12,18,66.67
Daniel Santos,6,9,66.67
Kimberly Mcdonald,8,12,66.67
Ryan George,6,9,66.67
Joshua Henry,12,18,66.67
Brooke Nguyen,6,9,66.67
Craig Lewis,6,9,66.67
William Jordan,6,9,66.67
Ronnie Jones,6,9,66.67
Michael Deleon,6,9,66.67
Jeffrey Lucas,6,9,66.67
Matthew Harrington,6,9,66.67
Jose Rodriguez,10,15,66.67
William Ryan,8,12,66.67
Daniel Nguyen,22,33,66.67
Deborah Ramirez,6,9,66.67
Joseph Wade,10,15,66.67
Kenneth Thomas,20,30,66.67
Dylan Johnson,14,21,66.67
Michelle George,8,12,66.67
Michelle Gardner,8,12,66.67
Kimberly Valenzuela,6,9,66.67
Danielle Scott,6,9,66.67
Timothy Ferguson,6,9,66.67
Michael Morgan,30,45,66.67
David Hansen,10,15,66.67
Matthew Jefferson,6,9,66.67
Elizabeth Jordan,6,9,66.67
Scott Jordan,8,12,66.67
Michelle Rivera,10,15,66.67
Lisa Bell,14,21,66.67
Danielle Mitchell,8,12,66.67
James Erickson,10,15,66.67
Angela Watkins,6,9,66.67
Scott Collins,10,15,66.67
Sarah Hawkins,8,12,66.67
Jason Bailey,12,18,66.67
Sean Wright,6,9,66.67
Christopher Frazier,8,12,66.67
Heather Cruz,10,15,66.67
Katherine Nelson,6,9,66.67
Jason Lawrence,6,9,66.67
David Wang,6,9,66.67
Heather Morales,6,9,66.67
Jonathan King,8,12,66.67
Andrew Elliott,8,12,66.67
Laura Johnston,6,9,66.67
Ashley Burke,6,9,66.67
Thomas Perez,14,21,66.67
Angela Coleman,6,9,66.67
Christopher York,6,9,66.67
James Mack,8,12,66.67
Jacqueline Johnson,26,39,66.67
Melissa Wilson,34,51,66.67
Matthew French,6,9,66.67
Emily Cox,10,15,66.67
Tiffany Martinez,12,18,66.67
Mark Oliver,6,9,66.67
Cheryl Simmons,6,9,66.67
Michael Morton,12,18,66.67
Jennifer Welch,10,15,66.67
Jennifer Munoz,10,15,66.67
Bradley Cox,6,9,66.67
Jamie Rodriguez,8,12,66.67
Kristen Anderson,12,18,66.67
Alicia Wilson,10,15,66.67
Pamela Harris,16,24,66.67
Lauren Rivera,6,9,66.67
Brandon Carter,6,9,66.67
Jonathan Allen,8,12,66.67
Austin Wright,6,9,66.67
Brandon Gonzales,8,12,66.67
Jessica Sanders,10,15,66.67
Adrienne Smith,6,9,66.67
Jill Gonzalez,6,9,66.67
Andrea Webb,6,9,66.67
Courtney Fisher,6,9,66.67
Stephanie Newman,6,9,66.67
Amy Cunningham,6,9,66.67
Maria Hill,8,12,66.67
Charles Henderson,8,12,66.67
Jessica Mullins,6,9,66.67
Jason Brown,62,93,66.67
Matthew Contreras,6,9,66.67
Julie Lee,12,18,66.67
